"","taxon","species","genus","family","order","class","superclass","subphylum","phylum","kingdom","name","common"
"311","MALACOSTEUS NIGER","niger","Malacosteus","Stomiidae","Stomiiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Malacosteus niger","lightless loosejaw"
"312","MALLOTUS VILLOSUS","villosus","Mallotus","Osmeridae","Osmeriformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Mallotus villosus","capelin"
"313","Mallotus villosus","villosus","Mallotus","Osmeridae","Osmeriformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Mallotus villosus","capelin"
"314","Mallotusvillosus","villosus","Mallotus","Osmeridae","Osmeriformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Mallotus villosus","capelin"
"315","MELANOGRAMMUS AEGLEFINUS","aeglefinus","Melanogrammus","Gadidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Melanogrammus aeglefinus","haddock"
"316","Melanogrammus aeglefinus","aeglefinus","Melanogrammus","Gadidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Melanogrammus aeglefinus","haddock"
"317","MENTICIRRHUS AMERICANUS","americanus","Menticirrhus","Sciaenidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Menticirrhus americanus","southern kingfish"
"318","Merluccius albidus","albidus","Merluccius","Merlucciidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Merluccius albidus","offshore hake"
"319","MERLUCCIUS BILINEARIS","bilinearis","Merluccius","Merlucciidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Merluccius bilinearis","silver hake"
"320","Merluccius bilinearis","bilinearis","Merluccius","Merlucciidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Merluccius bilinearis","silver hake"
"321","Merluccius productus","productus","Merluccius","Merlucciidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Merluccius productus","Pacific hake"
"322","Metridiumsp.",NA,"Metridium","Metridiidae","Actiniaria","Anthozoa",NA,NA,"Cnidaria","Animalia","Metridium spp.","plumose anemones"
"323","Microgadus proximus","proximus","Microgadus","Gadidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Microgadus proximus","Pacific tomcod"
"324","Microgadusproximus","proximus","Microgadus","Gadidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Microgadus proximus","Pacific tomcod"
"325","MICROPOGONIAS UNDULATUS","undulatus","Micropogonias","Sciaenidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Micropogonias undulatus","Atlantic croaker"
"326","Microstomus pacificus","pacificus","Microstomus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Microstomus pacificus","Dover sole"
"327","Microstomuspacificus","pacificus","Microstomus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Microstomus pacificus","Dover sole"
"328","MONACANTHUS HISPIDUS","hispidus","Stephanolepis","Monacanthidae","Tetraodontiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Stephanolepis hispidus","planehead filefish"
"329","MULLUS AURATUS","auratus","Mullus","Mullidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Mullus auratus","red goatfish"
"330","Myctophidae",NA,NA,"Myctophidae","Myctophiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Myctophidae spp.","lanternfishes"
"331","MYCTOPHIDAE",NA,NA,"Myctophidae","Myctophiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Myctophidae spp.","lanternfishes"
"332","MYOXOCEPHALUS OCTODECEMSPINOSUS","octodecemspinosus","Myoxocephalus","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Myoxocephalus octodecemspinosus","longhorn sculpin"
"333","Myoxocephalus octodecemspinosus","octodecemspinosus","Myoxocephalus","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Myoxocephalus octodecemspinosus","longhorn sculpin"
"334","MYOXOCEPHALUS SCORPIUS","scorpius","Myoxocephalus","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Myoxocephalus scorpius","shorthorn sculpin"
"335","Myoxocephalussp",NA,"Myoxocephalus","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Myoxocephalus spp.","daddy sculpins"
"336","Myoxocephalus sp.",NA,"Myoxocephalus","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Myoxocephalus spp.","daddy sculpins"
"337","Myoxocephalussp.",NA,"Myoxocephalus","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Myoxocephalus spp.","daddy sculpins"
"338","NEMICHTHYS SCOLOPACEUS","scolopaceus","Nemichthys","Nemichthyidae","Anguilliformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Nemichthys scolopaceus","Atlantic snipe eel"
"339","Neptunea borealis","borealis","Neptunea","Buccinidae","Neogastropoda","Gastropoda",NA,NA,"Mollusca","Animalia","Neptunea borealis","true whelk"
"340","Neptuneaborealis","borealis","Neptunea","Buccinidae","Neogastropoda","Gastropoda",NA,NA,"Mollusca","Animalia","Neptunea borealis","true whelk"
"341","Neptunea heros","heros","Neptunea","Buccinidae","Neogastropoda","Gastropoda",NA,NA,"Mollusca","Animalia","Neptunea heros","true whelk"
"342","Neptuneaheros","heros","Neptunea","Buccinidae","Neogastropoda","Gastropoda",NA,NA,"Mollusca","Animalia","Neptunea heros","true whelk"
"343","Neptunea lyrata","lyrata","Neptunea","Buccinidae","Neogastropoda","Gastropoda",NA,NA,"Mollusca","Animalia","Neptunea lyrata","lyre whelk"
"344","Neptunealyrata","lyrata","Neptunea","Buccinidae","Neogastropoda","Gastropoda",NA,NA,"Mollusca","Animalia","Neptunea lyrata","lyre whelk"
"345","Neptunea pribiloffensis","pribiloffensis","Neptunea","Buccinidae","Neogastropoda","Gastropoda",NA,NA,"Mollusca","Animalia","Neptunea pribiloffensis","Pribilof whelk"
"346","Neptuneapribiloffensis","pribiloffensis","Neptunea","Buccinidae","Neogastropoda","Gastropoda",NA,NA,"Mollusca","Animalia","Neptunea pribiloffensis","Pribilof whelk"
"347","Neptuneasp.",NA,"Neptunea","Buccinidae","Neogastropoda","Gastropoda",NA,NA,"Mollusca","Animalia","Neptunea spp.","true whelks"
"348","Neptunea ventricosa","ventricosa","Neptunea","Buccinidae","Neogastropoda","Gastropoda",NA,NA,"Mollusca","Animalia","Neptunea ventricosa","fat whelk"
"349","Neptuneaventricosa","ventricosa","Neptunea","Buccinidae","Neogastropoda","Gastropoda",NA,NA,"Mollusca","Animalia","Neptunea ventricosa","fat whelk"
"350","NEZUMIA BAIRDI","bairdii","Nezumia","Macrouridae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Nezumia bairdii","marlin-spike"
"351","NEZUMIA BAIRDII","bairdii","Nezumia","Macrouridae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Nezumia bairdii","marlin-spike"
"352","NOTACANTHIDAE",NA,NA,"Notacanthidae","Notacanthiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Notacanthidae spp.","spiny eels"
"353","Nudibranchia",NA,NA,NA,"Nudibranchia","Gastropoda",NA,NA,"Mollusca","Animalia","Nudibranchia spp.","nudibranchs"
"354","Occella dodecaedron","dodecaedron","Occella","Agonidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Occella dodecaedron","Bering poacher"
"355","Occelladodecaedron","dodecaedron","Occella","Agonidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Occella dodecaedron","Bering poacher"
"356","Octopodidae",NA,NA,"Octopodidae","Octopoda","Cephalopoda",NA,NA,"Mollusca","Animalia","Octopodidae spp.","octopuses"
"357","OCTOPODIDAE",NA,NA,"Octopodidae","Octopoda","Cephalopoda",NA,NA,"Mollusca","Animalia","Octopodidae spp.","octopuses"
"358","Oncorhynchus tshawytscha","tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Oncorhynchus tshawytscha","Chinook salmon"
"359","Oncorhynchusketa","keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Oncorhynchus keta","chum salmon"
"360","Oncorhynchuskisutch","kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Oncorhynchus kisutch","coho salmon"
"361","Oncorhynchustshawytscha","tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Oncorhynchus tshawytscha","Chinook salmon"
"362","OPHIDION WELSHI","welshi","Ophidion","Ophidiidae","Ophidiiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Ophidion welshi","crested cusk-eel"
"363","Ophiodon elongatus","elongatus","Ophiodon","Hexagrammidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Ophiodon elongatus","lingcod"
"364","Ophiodonelongatus","elongatus","Ophiodon","Hexagrammidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Ophiodon elongatus","lingcod"
"365","OPISTHONEMA OGLINUM","oglinum","Opisthonema","Clupeidae","Clupeiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Opisthonema oglinum","Atlantic thread herring"
"366","Oregonia gracilis","gracilis","Oregonia","Oregoniidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Oregonia gracilis","graceful decorator crab"
"367","Oregoniagracilis","gracilis","Oregonia","Oregoniidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Oregonia gracilis","graceful decorator crab"
"368","ORTHOPRISTIS CHRYSOPTERUS","chrysoptera","Orthopristis","Haemulidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Orthopristis chrysoptera","pigfish"
"369","Osmeridae",NA,NA,"Osmeridae","Osmeriformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Osmeridae spp.","smelts"
"370","Paguridae",NA,NA,"Paguridae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Paguridae spp.","right-handed hermit crabs"
"371","Pandalopsis dispar","dispar","Pandalopsis","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Pandalopsis dispar","sidestripe shrimp"
"372","Pandalopsisdispar","dispar","Pandalopsis","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Pandalopsis dispar","sidestripe shrimp"
"373","PANDALUS BOREALIS","borealis","Pandalus","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Pandalus borealis","northern shrimp"
"374","Pandalus jordani","jordani","Pandalus","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Pandalus jordani","ocean shrimp"
"375","PANDALUS MONTAGUI","montagui","Pandalus","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Pandalus montagui","Aesop shrimp"
"376","Pandalus platyceros","platyceros","Pandalus","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Pandalus platyceros","spot shrimp"
"377","PANDALUS PROPINQUUS","propinquus","Pandalus","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Pandalus propinquus","pandalid shrimp"
"378","Pandalus eous (=borealis)","eous","Pandalus","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Pandalus eous","Alaskan pink shrimp"
"379","Pandaluseous(=borealis)","eous","Pandalus","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Pandalus eous","Alaskan pink shrimp"
"380","Pandalus goniurus","goniurus","Pandalus","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Pandalus goniurus","humpy shrimp"
"381","Pandalusgoniurus","goniurus","Pandalus","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Pandalus goniurus","humpy shrimp"
"382","Pandalushypsinotus","hypsinotus","Pandalus","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Pandalus hypsinotus","coonstriped shrimp"
"383","Pandalusplatyceros","platyceros","Pandalus","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Pandalus platyceros","spot shrimp"
"384","PARALEPIDIDAE",NA,NA,"Paralepididae","Aulopiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Paralepididae spp.","barracudinas"
"385","Paralichthys dentatus","dentatus","Paralichthys","Paralichthyidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Paralichthys dentatus","summer flounder"
"386","PARALICHTHYS LETHOSTIGMA","lethostigma","Paralichthys","Paralichthyidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Paralichthys lethostigma","southern flounder"
"387","Paralithodes camtschaticus","camtschaticus","Paralithodes","Lithodidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Paralithodes camtschaticus","red king crab"
"388","Paralithodescamtschaticus","camtschaticus","Paralithodes","Lithodidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Paralithodes camtschaticus","red king crab"
"389","Paralithodes platypus","platypus","Paralithodes","Lithodidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Paralithodes platypus","blue king crab"
"390","Paralithodesplatypus","platypus","Paralithodes","Lithodidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Paralithodes platypus","blue king crab"
"391","Parophrys vetulus","vetulus","Parophrys","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Parophrys vetulus","English sole"
"392","Parophrysvetulus","vetulus","Parophrys","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Parophrys vetulus","English sole"
"393","PASIPHAEA  SP",NA,"Pasiphaea","Pasiphaeidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Pasiphaea spp.","glass shrimps"
"394","PASIPHAEA  SP.",NA,"Pasiphaea","Pasiphaeidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Pasiphaea spp.","glass shrimps"
"395","Pasiphaeapacifica","pacifica","Pasiphaea","Pasiphaeidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Pasiphaea pacifica","Pacific glass shrimp"
"396","Patinopecten caurinus","caurinus","Patinopecten","Pectinidae","Pectinoida","Bivalvia",NA,NA,"Mollusca","Animalia","Patinopecten caurinus","weathervane scallop"
"397","Patinopectencaurinus","caurinus","Patinopecten","Pectinidae","Pectinoida","Bivalvia",NA,NA,"Mollusca","Animalia","Patinopecten caurinus","weathervane scallop"
"398","PENAEUS AZTECUS","aztecus","Penaeus","Penaeidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Penaeus aztecus","brown shrimp"
"399","PENAEUS DUORARUM","duorarum","Penaeus","Penaeidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Penaeus duorarum","northern pink shrimp"
"400","PENAEUS SETIFERUS","setiferus","Litopenaeus","Penaeidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Litopenaeus setiferus","northern white shrimp"
"401","Pennatulacea",NA,NA,NA,NA,"Anthozoa",NA,NA,"Cnidaria","Animalia","Pennatulacea spp.","sea panzies"
"402","PEPRILUS ALEPIDOTUS","alepidotus","Peprilus","Stromateidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Peprilus alepidotus","harvestfish"
"403","PEPRILUS BURTI","burti","Peprilus","Stromateidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Peprilus burti","Gulf butterfish"
"404","Peprilus triacanthus","triacanthus","Peprilus","Stromateidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Peprilus triacanthus","butterfish"
"405","Placetronwosnessenskii","wosnessenskii","Placetron","Hapalogastridae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Placetron wosnessenskii","scaled crab"
"406","Placopecten magellanicus","magellanicus","Placopecten","Pectinidae","Pectinoida","Bivalvia",NA,NA,"Mollusca","Animalia","Placopecten magellanicus","sea scallop"
"407","Platichthys stellatus","stellatus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Platichthys stellatus","starry flounder"
"408","Platichthysstellatus","stellatus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Platichthys stellatus","starry flounder"
"409","Pleurogrammusmonopterygius","monopterygius","Pleurogrammus","Hexagrammidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Pleurogrammus monopterygius","Atka mackerel"
"410","Pleuronectes quadrituberculatus","quadrituberculatus","Pleuronectes","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Pleuronectes quadrituberculatus","Alaska plaice"
"411","Pleuronectesquadrituberculatus","quadrituberculatus","Pleuronectes","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Pleuronectes quadrituberculatus","Alaska plaice"
"412","Pleuronichthys decurrens","decurrens","Pleuronichthys","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Pleuronichthys decurrens","curlfin sole"
"413","Plicifusus kroyeri","kroeyeri","Plicifusus","Buccinidae","Neogastropoda","Gastropoda",NA,NA,"Mollusca","Animalia","Plicifusus kroeyeri","true whelk"
"414","Plicifususkroyeri","kroeyeri","Plicifusus","Buccinidae","Neogastropoda","Gastropoda",NA,NA,"Mollusca","Animalia","Plicifusus kroeyeri","true whelk"
"415","Podothecus accipenserinus","accipenserinus","Podothecus","Agonidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Podothecus accipenserinus","sturgeon poacher"
"416","Podothecusaccipenserinus","accipenserinus","Podothecus","Agonidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Podothecus accipenserinus","sturgeon poacher"
"417","Pollachius virens","virens","Pollachius","Gadidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Pollachius virens","pollock"
"418","POLLACHIUS VIRENS","virens","Pollachius","Gadidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Pollachius virens","pollock"
"419","Porichthys notatus","notatus","Porichthys","Batrachoididae","Batrachoidiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Porichthys notatus","plainfin midshipman"
"420","PORICHTHYS PLECTRODON","plectrodon","Porichthys","Batrachoididae","Batrachoidiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Porichthys plectrodon","Atlantic midshipman"
"421","PORIFERA",NA,NA,NA,NA,NA,NA,NA,"Porifera","Animalia","Porifera spp.","sponges"
"422","Porifera",NA,NA,NA,NA,NA,NA,NA,"Porifera","Animalia","Porifera spp.","sponges"
"423","PORTUNUS GIBBESII","gibbesii","Portunus","Portunidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Portunus gibbesii","iridescent swimming crab"
"424","PORTUNUS SPINICARPUS","spinicarpus","Achelous","Portunidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Achelous spinicarpus","longspine swimming crab"
"425","PORTUNUS SPINIMANUS","spinimanus","Achelous","Portunidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Achelous spinimanus","blotched swimming crab"
"426","PRIACANTHUS ARENATUS","arenatus","Priacanthus","Priacanthidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Priacanthus arenatus","bigeye"
"427","Prionotus carolinus","carolinus","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Prionotus carolinus","northern searobin"
"428","Prionotus evolans","evolans","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Prionotus evolans","striped searobin"
"429","PRIONOTUS LONGISPINOSUS","longispinosus","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Prionotus longispinosus","bigeye searobin"
"430","PRIONOTUS OPHRYAS","ophryas","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Prionotus ophryas","bandtail searobin"
"431","PRIONOTUS PARALATUS","paralatus","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Prionotus paralatus","Mexican searobin"
"432","PRIONOTUS ROSEUS","roseus","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Prionotus roseus","bluespotted searobin"
"433","PRIONOTUS RUBIO","rubio","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Prionotus rubio","blackfin searobin"
"434","PRIONOTUS STEARNSI","stearnsi","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Prionotus stearnsi","shortwing searobin"
"435","PRIONOTUS TRIBULUS","tribulus","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Prionotus tribulus","bighead searobin"
"436","PRISTIPOMOIDES AQUILONARIS","aquilonaris","Pristipomoides","Lutjanidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Pristipomoides aquilonaris","wenchman"
"437","Psettichthysmelanostictus","melanostictus","Psettichthys","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Psettichthys melanostictus","sand sole"
"438","PSEUDOPLEURONECTES AMERICANUS","americanus","Pseudopleuronectes","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Pseudopleuronectes americanus","blackback"
"439","Pseudopleuronectes americanus","americanus","Pseudopleuronectes","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Pseudopleuronectes americanus","blackback"
"440","Pycnopodiahelianthoides","helianthoides","Pycnopodia","Pycnopodiidae","Forcipulatida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia","Pycnopodia helianthoides","sunflower sea star"
"441","Pyrulofusus deformis","deformis","Pyrulofusus","Buccinidae","Neogastropoda","Gastropoda",NA,NA,"Mollusca","Animalia","Pyrulofusus deformis","warped whelk"
"442","Pyrulofususdeformis","deformis","Pyrulofusus","Buccinidae","Neogastropoda","Gastropoda",NA,NA,"Mollusca","Animalia","Pyrulofusus deformis","warped whelk"
"443","RAJA (BATHYRAJA) SPINICAUDA","spinicauda","Bathyraja","Rajidae","Rajiformes","Elasmobranchii","Pisces","Vertebrata","Chordata","Animalia","Bathyraja spinicauda","spinytail skate"
"444","Raja binoculata","binoculata","Raja","Rajidae","Rajiformes","Elasmobranchii","Pisces","Vertebrata","Chordata","Animalia","Raja binoculata","big skate"
"445","RAJA FYLLAE","fyllae","Rajella","Rajidae","Rajiformes","Elasmobranchii","Pisces","Vertebrata","Chordata","Animalia","Rajella fyllae","round skate"
"446","RAJA RADIATA","radiata","Amblyraja","Rajidae","Rajiformes","Elasmobranchii","Pisces","Vertebrata","Chordata","Animalia","Amblyraja radiata","starry skate"
"447","Raja rhina","rhina","Raja","Rajidae","Rajiformes","Elasmobranchii","Pisces","Vertebrata","Chordata","Animalia","Raja rhina","longnose skate"
"448","RAJA SENTA","senta","Malacoraja","Rajidae","Rajiformes","Elasmobranchii","Pisces","Vertebrata","Chordata","Animalia","Malacoraja senta","smooth skate"
"449","RAJA TEXANA","texana","Raja","Rajidae","Rajiformes","Elasmobranchii","Pisces","Vertebrata","Chordata","Animalia","Raja texana","roundel skate"
"450","Rajabinoculata","binoculata","Raja","Rajidae","Rajiformes","Elasmobranchii","Pisces","Vertebrata","Chordata","Animalia","Raja binoculata","big skate"
"451","Rajarhina","rhina","Raja","Rajidae","Rajiformes","Elasmobranchii","Pisces","Vertebrata","Chordata","Animalia","Raja rhina","longnose skate"
"452","RANINOIDES LOUISIANENSIS","louisianensis","Raninoides","Raninidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Raninoides louisianensis","Gulf frog crab"
"453","REINHARDTIUS HIPPOGLOSSOIDES","hippoglossoides","Reinhardtius","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Reinhardtius hippoglossoides","Greenland halibut"
"454","Reinhardtius hippoglossoides","hippoglossoides","Reinhardtius","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Reinhardtius hippoglossoides","Greenland halibut"
"455","Reinhardtiushippoglossoides","hippoglossoides","Reinhardtius","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Reinhardtius hippoglossoides","Greenland halibut"
"456","Rhamphocottusrichardsoni","richardsonii","Rhamphocottus","Rhamphocottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Rhamphocottus richardsonii","grunt sculpin"
"457","RHIZOPRIONODON TERRAENOVAE","terraenovae","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Pisces","Vertebrata","Chordata","Animalia","Rhizoprionodon terraenovae","Atlantic sharpnose shark"
"458","Rossiapacifica","pacifica","Rossia","Sepiolidae","Sepiolida","Cephalopoda",NA,NA,"Mollusca","Animalia","Rossia pacifica","eastern pacific bobtail"
"459","ROSSIINAE",NA,NA,"Sepiolidae","Sepiolida","Cephalopoda",NA,NA,"Mollusca","Animalia","Rossiinae spp.","bobtail squids"
"460","SABINEA HYSTRIX","hystrix","Sabinea","Crangonidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Sabinea hystrix","shrimp"
"461","SABINEA SARSI","sarsi","Sabinea","Crangonidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Sabinea sarsi","Sars shrimp"
"462","SABINEA SEPTEMCARINATA","septemcarinata","Sabinea","Crangonidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Sabinea septemcarinata","sevenline shrimp"
"463","SAURIDA BRASILIENSIS","brasiliensis","Saurida","Synodontidae","Aulopiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Saurida brasiliensis","largescale lizardfish"
"464","SCLEROCRANGON BOREAS","boreas","Sclerocrangon","Crangonidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Sclerocrangon boreas","sculptured shrimp"
"465","SCOMBER SCOMBRUS","scombrus","Scomber","Scombridae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Scomber scombrus","Atlantic mackerel"
